ID,Name,Power,Killpoints,Deads,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,Total Kills,T45 Kills,Ranged,Rss Gathered,Rss Assistance,Helps,Alliance
179940560,ᴸᵛ ink,101634471,640987760,4332796,2556731,868211,971623,36843214,13321068,54560847,50164282,0,6111099506,1873979817,81436,[LV21]Lords of Valinor
188540500,TakeMe2Valhalla,86066280,1450691759,5160258,12511616,5652155,10639829,106979181,16226700,152009481,123205881,0,2834278325,7061247251,44652,[LV21]Lords of Valinor
186145908,ʳᵉʸEscanor,83627351,1529355190,3712561,4655002,915441,1734412,126358994,12803286,146467135,139162280,0,3527282017,4498233340,22503,[LV21]Lords of Valinor
180304933,LilLƴ,78775914,320630592,3361737,2782862,2764385,3236435,17771761,6194095,32749538,23965856,0,1165190205,5020554697,22241,[LV21]Lords of Valinor
188858506,Cúchulainn 쵸,76640229,248008604,1946106,713072,273416,425482,21707625,1427049,24546644,23134674,0,5017656691,512651627,37432,[LV21]Lords of Valinor
179655012,ᴸᵛDØØPER,76250763,546239286,2483117,2616693,973544,1254625,34872984,9501026,49218872,44374010,0,8442457191,1451282008,38157,[LV21]Lords of Valinor
178695066,SokoDrake,69458016,110764976,2739209,966390,105667,147411,7890524,1543274,10653266,9433798,0,7874355787,115903540,17504,[LV21]Lords of Valinor
180560115,TripEhh,62839350,401422644,1420469,2616534,813884,294450,24694543,7557417,35976828,32251960,0,6670142676,1225250480,11312,[LV21]Lords of Valinor
184964288,ᴾᴿFïshböy,62379199,269177291,2100314,2057085,4656295,3958131,20604044,1879016,33154571,22483060,0,3473604285,632742525,38653,[LV21]Lords of Valinor
179977300,ᴸᵛTmulla,62170196,775621279,1802231,3860548,417684,1492228,43428983,16687753,65887196,60116736,0,6973872452,5600679937,17678,[LV21]Lords of Valinor
188839265,A 10 Warthog,57610387,12330470,230642,42253,74269,128873,999555,83122,1328072,1082677,0,3718500782,724780894,10985,[LV21]Lords of Valinor
186009654,Dooby ᴼᴺᴱ,56849330,291055795,699771,2460788,347817,487446,26344666,1223578,30864295,27568244,0,7558501832,137216122,35386,[LV21]Lords of Valinor
188341936,ᴸᵛ Vatson67,55320232,268839308,1694949,1326311,557828,595665,23068111,1719461,27267376,24787572,0,6515349199,384720155,42111,[LV21]Lords of Valinor
