ID,Name,Power,Killpoints,Deads,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,Total Kills,T45 Kills,Ranged,Rss Gathered,Rss Assistance,Helps,Alliance
179940560,ᴸᵛ ink,101784881,706390931,4418255,2922076,868213,972035,42443035,13787580,60992939,56230615,0,6201360884,1873979817,82585,[LV21]Lords of Valinor
186145908,ʳᵉʸEscanor,83768542,1565821630,3898596,4790891,915485,1737993,129310873,13148589,149903831,142459462,0,3564773876,4498233340,22961,[LV21]Lords of Valinor
188540500,TakeMe2Valhalla,80775140,1554265890,5602860,13833904,5759409,11135628,116071924,16735927,163536792,132807851,0,2834280785,7101247251,45072,[LV21]Lords of Valinor
180304933,LilLƴ,79677634,347301948,3614622,3185660,2770233,3249820,19546609,6632949,35385271,26179558,0,1196613977,5020554697,22936,[LV21]Lords of Valinor
188858506,Cúchulainn 쵸,74723519,306868776,2153950,936833,278755,625535,26909492,1726342,30476957,28635834,0,5154380732,552651627,38563,[LV21]Lords of Valinor
179655012,ᴸᵛDØØPER,73163687,634329349,2869663,2824815,973727,1267573,42070318,10302173,57438606,52372491,0,8557082883,1571282008,39309,[LV21]Lords of Valinor
178695066,SokoDrake,67970914,139603048,2945480,1296111,106206,148891,10389225,1732180,13672613,12121405,0,8116368606,115903540,17943,[LV21]Lords of Valinor
180560115,TripEhh,62698566,482993940,1504950,3191022,822023,695405,31083529,8354739,44146718,39438268,0,6758650850,1409777077,11357,[LV21]Lords of Valinor
180060983,ᴸᵛRumRamsey,60816756,466459237,2651593,115891095,5049133,1001138,35100444,3908688,160950498,39009132,0,6195979004,417518493,95775,[LV21]Lords of Valinor
184964288,ᴾᴿFïshböy,59576831,290666990,2495330,2114031,4660047,3960145,22170897,2168727,35073847,24339624,0,3547129773,632742525,39789,[LV21]Lords of Valinor
179977300,ᴸᵛTmulla,59289716,905794577,1845514,5370999,421047,1513186,53948654,17916950,79170836,71865604,0,7014907238,5600679937,17837,[LV21]Lords of Valinor
188839265,A 10 Warthog,59210583,12765610,230642,42253,74269,128873,1010827,99243,1355465,1110070,0,3824044164,754780894,11529,[LV21]Lords of Valinor
186009654,Dooby ᴼᴺᴱ,58814671,351075780,958320,2646333,392289,879934,31425032,1599594,36943182,33024626,0,7659591255,137216122,36295,[LV21]Lords of Valinor
188341936,ᴸᵛ Vatson67,56566708,310431688,1758107,1362222,557836,606793,26181724,2239958,30948533,28421682,0,6706997332,384720155,42867,[LV21]Lords of Valinor
188918989,ᴼᴸ Kaymo,56244701,125177460,1092879,2484352,1386449,2529103,10279320,449904,17129128,10729224,0,3826371448,1075163587,41915,[LV21]Lords of Valinor
178814644,Øtòt x҉ Vail,55247367,444858744,3140400,18550973,3385819,2356133,31505688,5494775,61293388,37000463,0,2295222519,2329433716,15943,[LV21]Lords of Valinor
185836736,ᴸᵛMasonFTW,51583572,518664204,2663562,13762904,2238370,4941301,42826782,3170093,66939450,45996875,0,3427503146,2802859223,29293,[LV21]Lords of Valinor
186199010,Daphneᴵᴿ,50482454,227474059,2016208,1841208,1275812,3354286,17579907,1766899,25818112,19346806,0,4233549569,1883572399,56563,[LV21]Lords of Valinor
182514982,ᴸoᵛeSalmon,50006638,528531380,3795347,18839332,2064818,5055442,37033213,6503999,69496804,43537212,0,5541818972,1060488180,54542,[LV21]Lords of Valinor
186985518,HornyAPOLLOS,49374563,267626058,1830766,3558314,1749826,3484941,22575606,1185946,32554633,23761552,0,2765945331,614948054,19273,[LV21]Lords of Valinor
184871937,ScazBigLion,49216097,1251099924,4532246,59921311,23364142,26120857,97159533,5815431,212381274,102974964,0,5939774287,13704268108,20972,[LV21]Lords of Valinor
184826667,ᴸᵛAHERUS勇,49143604,573091292,1685082,13128161,6262337,12967909,49213517,696709,82268633,49910226,0,6046933907,1446853955,25309,[LV21]Lords of Valinor
185355768,Majaaaaaaa,48589363,577673018,6018425,3773833,2405479,3630391,50168691,2794941,62773335,52963632,0,1749957055,8071265646,20194,[LG21]Lords of Gondor
181308342,ᴸᵛRockSolid,47844360,208123289,2834121,2731456,711551,1569524,14172090,2907745,22092366,17079835,0,3463893427,6102949920,41725,[LV21]Lords of Valinor
176994964,Cpl Rage,45821035,125646735,556138,2430798,1506916,2122761,9817838,773866,16652179,10591704,0,1919593871,63265830,17299,[LV21]Lords of Valinor
142628224,Dae jang goon,45756617,205318528,2571470,2106271,732287,391595,16537482,1824575,21592210,18362057,0,5016776619,102794418,17346,[LV21]Lords of Valinor
185808036,Ze Bosh,45682185,324557669,903869,8598579,2626646,3862918,28938009,637645,44663797,29575654,0,5524831742,631820319,29935,-
181825355,ᴸoᵛePUMA,45583352,262482348,1684904,1617362,370704,550287,19125796,3397918,25062067,22523714,0,3290255968,3599759382,36068,[LV21]Lords of Valinor
188920797,FreyaFullBosom,44308600,135216795,2271264,2285165,1585014,2566131,10594547,768987,17799844,11363534,0,3684020454,1363334617,24791,[LV21]Lords of Valinor
179750493,GuiltyMahiru,43237257,237192236,1337746,3711432,2001369,3364248,19736690,1081166,29894905,20817856,0,1513242691,2025360302,41466,[LV21]Lords of Valinor
188241812,Gilgamesh2323,42726893,142285321,1066661,24534299,240264,461406,12155461,674885,38066315,12830346,0,5206672910,212620586,26643,[LV21]Lords of Valinor
185690465,Dictator  Goat,42329590,357470758,2170212,6092140,2162244,1318953,32523873,1070665,43167875,33594538,0,6244228677,1005155698,35358,[LV21]Lords of Valinor
179813923,ㄴ Bless ㄱ,42204921,262773135,2299774,7948187,6194983,5464858,21153320,770045,41531393,21923365,0,2553578309,978016636,23717,[LV21]Lords of Valinor
187423027,ᴸᴳPandaFr3d,42035533,190935207,2055069,1957376,794162,916562,14785690,1871613,20325403,16657303,0,2878489054,6820681844,26529,[LV21]Lords of Valinor
182423962,シValkyrieCillaﾒ,41863391,127170065,1924182,5641405,823181,754108,9727093,1205403,18151190,10932496,0,5122885341,1615202822,15344,[LV21]Lords of Valinor
188483360,ᴼᴸTryxan,41444060,200913899,1210760,21238115,2837274,2706917,15674964,1170721,43627991,16845685,0,6214882397,2169436768,40757,[LV21]Lords of Valinor
188969478,ᴰᴹMePaul,40773701,105563123,1013773,1991609,3290337,2582057,7345972,739809,15949784,8085781,0,3809738737,278578838,3742,[LV21]Lords of Valinor
188485523,ᴸᵛIMPERADOR,40429990,223964745,1213330,815946,48539,166392,18318283,1992804,21341964,20311087,0,6435631412,281752989,38078,[LV21]Lords of Valinor
188976136,ᴸᵛ MUSE,40072492,107796848,1269889,2095231,2355914,944966,8391819,748396,14536326,9140215,0,5243843353,405719425,48770,[LV21]Lords of Valinor
187247613,Queen Padmé,39886390,226026684,3572324,4493283,3032101,4098459,17938175,1164412,30726430,19102587,0,7800228942,4718542203,89247,[LV21]Lords of Valinor
188785515,Johnvin,39245265,202945522,2104829,1121021,1265406,2574624,17014805,987198,22963054,18002003,0,4996355518,93446315,57799,[LV21]Lords of Valinor
179816952,Hell CAT GTR,39002146,62282036,2921173,79058810,1765741,1889333,2800448,368849,85883181,3169297,0,5523244652,1636698071,11191,[LV21]Lords of Valinor
185282531,Annıɛ,38979776,45496988,2695521,469962,132883,175975,4001273,221030,5001123,4222303,0,3456998437,592793562,26323,[LV21]Lords of Valinor
185457048,Cman9918,38231477,133602129,1160939,3704156,1184975,873737,11641776,528932,17933576,12170708,0,1996001700,126071365,16769,-
178213242,ᶦˢLOCOOZ,37985516,142897517,3860481,2142456,957035,1554554,8548914,2442380,15645339,10991294,0,4432398134,1274602396,22291,[LV21]Lords of Valinor
189072394,ᴵᴾLaura,37944886,51126391,1312098,15223045,383206,780510,3891089,264122,20541972,4155211,0,6377585122,362529904,27644,[LV21]Lords of Valinor
180368631,ᴸᵛWinfields,37894652,168479915,4752877,23256287,190665,612282,12372478,1863671,38295383,14236149,0,5319937147,1877834074,14064,[LV21]Lords of Valinor
186765655,KönigsKlãsse,37811392,240208132,1201359,2443903,1408580,1939543,20333402,1290500,27415928,21623902,0,3650016376,407789115,8870,[LV21]Lords of Valinor
188651683,Sol Aliyaa,37715902,13645781,140221,204288,216649,153294,1152169,51838,1778238,1204007,0,4021153524,201676244,15799,[LV21]Lords of Valinor
188882878,Rtthyr,37668751,114334542,1073793,416831,164386,186036,9776636,770595,11314484,10547231,0,7558249606,93046400,19957,[LV21]Lords of Valinor
189060019,Tušiš,37553155,93247749,892658,793409,636796,1052564,7975910,392306,10850985,8368216,0,3055741001,572362931,20956,[LV21]Lords of Valinor
188880730,ᴸᵛMarlone,37358969,160169403,2240632,619139,375785,278204,13390335,1213892,15877355,14604227,0,6059382422,136720000,45680,[LV21]Lords of Valinor
187726069,ᵀᴿvSpryth,37789071,83784989,906655,1399758,170663,364308,7175800,497424,9607953,7673224,0,5565162944,15763287,24542,[LV21]Lords of Valinor
188789133,MiniMe,36614145,44203323,379199,266647,235538,207437,3953911,165503,4829036,4119414,0,5110952007,34179151,12035,[LV21]Lords of Valinor
188648613,Känguruᴵᴰ,36588762,25538784,340214,377701,272323,171077,2091875,165777,3078753,2257652,0,2953884233,286935074,13516,[LV21]Lords of Valinor
185986678,卂尺丂,36514627,96616452,1248612,681974,1395201,1304339,7984294,431468,11797276,8415762,0,3322878222,1253919485,15292,[LV21]Lords of Valinor
188303104,HokieHighlander,36494578,95005122,1815055,482383,116164,73422,7776391,830936,9279296,8607327,0,1096402342,84975248,14227,[LV21]Lords of Valinor
188805469,BossAlienᴾᴴ,36337961,69990201,1238059,250538,604492,927660,5961291,270378,8014359,6231669,0,5020720832,134750966,39904,-
189065897,W3llsFargo,35902610,37052434,668888,1191313,898257,213767,3198291,108984,5610612,3307275,0,3988485577,2754424297,19058,[LV21]Lords of Valinor
188333348,ᴷᴺLinh,35895380,71125617,935539,1904716,1645656,5139453,3986139,351708,13027672,4337847,0,4963258785,550111352,11136,[LV21]Lords of Valinor
182338045,亗ƧHiꟻT亗,35756977,150628524,1131937,2662150,1006449,1312309,10247812,2017792,17246512,12265604,0,5586206862,2545586970,32876,[LV21]Lords of Valinor
188276623,ᴸᵛArork,35518472,98955131,1136023,7400266,1269441,1425134,8150856,386355,18632052,8537211,0,3892438169,360935366,16934,[LV21]Lords of Valinor
186444772,Dr4gonツ,34802954,289750647,3333030,5956288,3581975,4320865,25056516,677341,39592985,25733857,0,5343377908,4917255328,39799,[LV21]Lords of Valinor
185341770,ᶜᵘRalfish,34769742,85826619,2793349,1077569,1155423,2769380,5972280,624997,11599649,6597277,0,2716984874,25760000,16259,[LV21]Lords of Valinor
188794709,ᶦᵗˢᵘRYU,34662173,125869230,1079708,1340014,2570858,2765448,10255868,341952,17274140,10597820,0,3804193044,94094214,36305,[LV21]Lords of Valinor
188969981,ᵸᵒWand0,34522464,65852934,1286067,2054730,706949,524275,5336241,428429,9050624,5764670,0,4299659159,306699275,22650,[LV21]Lords of Valinor
185048534,Han Sansan,34478173,170302894,1196315,1172992,524178,1119270,14997432,728427,18542299,15725859,0,6212765409,357367305,33070,[LV21]Lords of Valinor
185089489,ᴼᴾZOROGRANJ,34432058,89977952,1885507,550571,355159,737615,7809122,405792,9858259,8214914,0,5703855206,2083599610,21234,[LG21]Lords of Gondor
189017405,ᵸᵒWizzy,34429467,39347386,1128087,812593,976175,1093762,3001077,142335,6025942,3143412,0,2779574994,170159151,14788,[LV21]Lords of Valinor
188336265,ᴸᵛiGREC,34314615,42676627,387083,548377,205422,376262,3682100,191503,5003664,3873603,0,2450337118,175934276,17555,[LV21]Lords of Valinor
182713036,쵸ﾒMØTÃSÊMツ쵸,34132765,26368298,662283,107410,239091,451161,2334603,35898,3168163,2370501,0,5247966385,123301386,20843,[LV21]Lords of Valinor
190252265,Jamong,33844561,49001775,1022175,240286,331209,225030,4227220,255949,5279694,4483169,0,5366915464,81003240,23759,[LV21]Lords of Valinor
188970345,PitBlue,33320841,109397965,937327,1141287,1623732,1705806,8859774,525064,13855663,9384838,0,4054030277,1077393395,23362,[LV21]Lords of Valinor
189154415,ᵸᵒMDKMB,33461647,77739602,884773,2602673,887000,812752,6199882,509762,11012069,6709644,0,2221394541,2796649393,20784,[LV21]Lords of Valinor
181534760,ᴸᵛSongoku,33363867,96814752,1796523,978630,733915,1300734,8299448,347689,11660416,8647137,0,3966079167,855945265,16798,[LV21]Lords of Valinor
188837916,Silent Kakashi,33302543,111664058,901900,842930,754922,750377,10282314,208049,12838592,10490363,0,1807980471,103761097,14109,[LV21]Lords of Valinor
187029935,HolySpirit,33281463,139214472,1508586,1270651,1347299,1593326,12091148,449048,16751472,12540196,0,2699705942,1104079437,19020,[LV21]Lords of Valinor
188362493,亗MrDuck ツ,33168831,61085659,1277713,14227296,2044148,1147941,4534608,210703,22164696,4745311,0,2847642288,1019611190,17224,[LV21]Lords of Valinor
188501467,direraven,33152504,118538719,753756,5174288,2368802,2788352,8742257,709514,19783213,9451771,0,4944154215,4551820,27782,[LV21]Lords of Valinor
188651684,Milo San,33080765,8042340,256838,43601,89395,77920,674115,40100,925131,714215,0,2999578072,359753808,12125,[LV21]Lords of Valinor
186841127,Anossss,32916994,96732783,1396074,5831747,161764,119554,8346773,564848,15024686,8911621,0,4338828505,4253401,14783,[LV21]Lords of Valinor
185037763,ᵛBEARDY,32277187,51437912,2227119,28222212,2319488,801981,2906415,444121,34694217,3350536,0,4921911553,554484409,19513,-
190407807,동탄불주먹,32198639,31808814,1121413,1047850,330899,696549,2490389,162368,4728055,2652757,0,5388342022,433522789,15844,[LV21]Lords of Valinor
188826595,Saf1974,32184593,147125380,1983220,1508882,695424,712909,11494322,1381895,15793432,12876217,0,5281468892,230946040,52505,[LV21]Lords of Valinor
187559873,ｱ尺ﾉ丂ᄃﾉﾚﾚﾑ,31983704,62577567,524842,786256,540194,444292,5234590,360843,7366175,5595433,0,2629725287,626443180,15368,-
188368264,funne,31908578,34729346,1335493,898234,647164,618063,2510260,284026,4957747,2794286,0,3809138361,61698120,17006,[LV21]Lords of Valinor
188242643,hoahaizz,31769731,125342482,960344,3664404,983434,590291,10198875,914641,16351645,11113516,0,3851877465,4457191315,30548,[LV21]Lords of Valinor
188736727,Alex9003,31602429,41684245,1667921,2965695,704908,767680,2864205,398426,7700914,3262631,0,4234347596,38138060,14400,[LV21]Lords of Valinor
188451175,ᵸᵒTerra,31449629,63073264,870910,3422823,860914,534113,5094502,379270,10291622,5473772,0,4071917068,92432122,22610,[LV21]Lords of Valinor
188833519,JulieLaTueuse쵸,31563561,29744592,674110,146452,347727,94342,2556262,153993,3298776,2710255,0,3607394797,37720000,20201,[LV21]Lords of Valinor
185612447,Chaudary Zain,31549868,159361223,1497156,9495996,1625907,1047260,13700133,650992,26520288,14351125,0,4600669086,1323892732,26076,[LV21]Lords of Valinor
188847278,ᴸᵛQuang,31528558,184530611,1319057,2721178,1721855,2450854,16029615,522155,23445657,16551770,0,4160731251,1794614837,35047,[LV21]Lords of Valinor
182317160,G  O  P  A R,31347428,197879355,2241373,5357848,2321184,2745552,16860721,628800,27914105,17489521,0,4338431190,754465485,29465,[LV21]Lords of Valinor
188225231,ᴾᴿSko0p,31164150,34213211,383675,178306,89071,72567,3151408,109753,3601105,3261161,0,4574543737,0,27296,[LV21]Lords of Valinor
188352541,ᴾᴿ Mèoッ,31147107,132247542,1478051,7190642,1700314,1304919,10946283,636314,21778472,11582597,0,6234313557,0,14528,[LV21]Lords of Valinor
189045190,Azura21,30814749,29061325,1079446,528436,682624,3020265,1500577,25178,5757080,1525755,0,2814110758,423984134,8198,[LV21]Lords of Valinor
188316323,ᴸᵛ SAKURA,30898920,108404228,1419474,2387863,1142218,2029245,9181356,285584,15026266,9466940,0,4178916698,579454569,27069,[LV21]Lords of Valinor
188262339,Kitty27,30894248,9408722,170938,58400,178359,37776,641012,123955,1039502,764967,0,3917790261,23588840,11511,[LV21]Lords of Valinor
185724517,Feldgraŭ,30819720,148772897,1770420,439339,3849630,1436815,11220787,1151532,18098103,12372319,0,4251305527,178066760,33602,[LV21]Lords of Valinor
184882401,Ферма а,30689761,92480601,1751855,22831138,3000621,3316968,6293708,285409,35727844,6579117,0,2694259785,3538154179,17505,[LV21]Lords of Valinor
188364390,ᴸᵛLeonPoi,30579708,170126587,1484298,526466,421023,1039547,14744850,878628,17610514,15623478,0,3860742345,108004980,37486,[LV21]Lords of Valinor
186043643,ƐKA,30392249,66412584,1325466,948183,319988,430578,5706384,339841,7744974,6046225,0,3325408149,501165307,31078,[LV21]Lords of Valinor
188961098,Chocolalat,30387942,2667617,220977,51569,65233,15462,226419,10040,368723,236459,0,4251722817,21199999,3676,[LV21]Lords of Valinor
181581608,Fledermauz DB,30342085,38142703,702758,248895,300074,511759,3506250,19162,4586140,3525412,0,3616659454,377676127,7890,[LV21]Lords of Valinor
185923730,JFDLCA,30252384,302238977,625367,5208686,3815555,6080380,25489663,717399,41311683,26207062,0,4787488889,386336005,37254,[LV21]Lords of Valinor
188789684,ᴿᵃtMadson,30226285,27770647,661608,1330198,163113,257863,2236543,189075,4176792,2425618,0,3991480738,102421016,42609,[LV21]Lords of Valinor
177013392,ᴸᵛ UCC15,30138071,40198241,2690015,1200429,936753,881360,2998951,228485,6245978,3227436,0,5387662759,192271545,16288,[LV21]Lords of Valinor
188876886,ᴸᵛTheanh,30054788,167267152,1549285,17957444,336809,774884,14648691,670780,34388608,15319471,0,5601632309,107966937,36692,[LV21]Lords of Valinor
188598120,ᶻSharineko〤,29899775,121444933,1328614,945586,1457411,811096,9669567,920047,13803707,10589614,0,2378141837,259185747,18242,[LV21]Lords of Valinor
189001955,ᴸᵛTruNguyen,29899418,49626253,801992,1246026,233037,717051,4356775,123751,6676640,4480526,0,4513227448,243678867,17202,[LV21]Lords of Valinor
186295211,ᶠˡVENDETTA,29818198,115576250,2742984,4081984,1084740,528626,9229579,909004,15833933,10138583,0,3885646386,1050356942,20089,[LV21]Lords of Valinor
188335709,Rebel Rogue,29671596,74815707,1366902,1040029,700124,771386,6333643,339274,9184456,6672917,0,3481882713,34205137,33817,[LV21]Lords of Valinor
188285810,ᴵᴰJupanu,29369760,65563961,1313760,1004348,1641004,851636,5257880,304787,9059655,5562667,0,4899602464,57408174,20548,[LV21]Lords of Valinor
188944242,Đạt Feet,29111151,29631009,886755,829795,806084,1576473,1838221,158239,5208812,1996460,0,4736502579,16457231,9639,[LV21]Lords of Valinor
188797972,21LuviVilu21,28992783,28199260,1645872,603892,542868,396074,2198887,170979,3912700,2369866,0,4472419398,44539709,16283,[LV21]Lords of Valinor
185651937,ᴳᵃʸGrizzy,28913873,394704092,1530202,11881112,5833583,11664631,32492852,453683,62325861,32946535,0,3744084354,952357579,20305,-
188293704,ᴸᵛDrMusaab,28810485,47087038,1714401,193822,427716,173783,3969347,290212,5054880,4259559,0,3879138001,84578452,14898,[LV21]Lords of Valinor
185538462,UMAYKIZ,28676586,84067112,1234556,2429922,767351,902894,7178359,332563,11611089,7510922,0,4099526267,8566632,6500,[LV21]Lords of Valinor
186709522,ᴸᵛ SHERY,28505414,62185658,1562880,609853,401512,544566,5212806,347717,7116454,5560523,0,3409511725,99489407,9545,[LV21]Lords of Valinor
188819438,ᴸᴳLuca,28371247,46983742,616568,378993,894190,250296,4088058,161890,5773427,4249948,0,4256954061,626280200,24205,[LG21]Lords of Gondor
188543996,ᴸᴳﾒNØHOPEツ,28308046,31896070,919840,478590,187282,341417,2741942,132035,3881266,2873977,0,3421498896,31608954,12325,[LV21]Lords of Valinor
188788713,Sam smith,28148157,36247697,772626,601729,331796,180165,3096282,189014,4398986,3285296,0,3939865072,33958258,12704,[LV21]Lords of Valinor
182720562,ᶜᴹᵈSkyy,28092367,19752884,2388318,291902,77615,310791,1289299,270156,2239763,1559455,0,3999667646,685652689,12498,-
188547640,Kitty8152,28030598,1630693,12032,78078,153637,150776,70470,0,452961,70470,0,6472132173,2547000,7743,[LG21]Lords of Gondor
185282573,ᴸᵛ3621 BANK,27953641,63008676,809137,668111,1267167,649115,4886210,444108,7914711,5330318,0,1380539839,2253285969,8684,[LV21]Lords of Valinor
188880546,Graf000007,27852109,4086246,1602923,195112,206722,115320,276770,20240,814164,297010,0,3560954443,0,4159,[LG21]Lords of Gondor
188872694,DELİ ÜSTAD,27684680,5962066,716649,208561,290491,524323,257508,33350,1314233,290858,0,4386976345,39905983,2143,[LG21]Lords of Gondor
188806334,Emrah 51,27585947,3751158,1312229,1012,10602,4008,371372,0,386994,371372,0,4150229950,0,4428,[LR21]Lords of Rohan
188294260,CЦEПИOH,27503323,10421111,1855157,581297,556310,288078,772954,15519,2214158,788473,0,2754555570,173206292,7548,[LG21]Lords of Gondor
188830020,ᴸᴳVersized,27402048,82400875,1243485,675365,950506,483030,6778327,532470,9419698,7310797,0,3851348103,96055668,11311,[LV21]Lords of Valinor
185602720,ˢᵉAbdallah,27082653,37680310,200395,749910,727131,953454,2914261,155982,5500738,3070243,0,1730155469,127071312,10190,[LV21]Lords of Valinor
188853241,Алёнаа,27037250,31302992,900423,247992,344883,856812,2140828,286405,3876920,2427233,0,4599088497,45525540,13122,[LV21]Lords of Valinor
