ID,Name,Power,Killpoints,Deads,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,Total Kills,T45 Kills,Ranged,Rss Gathered,Rss Assistance,Helps,Alliance
179940560,ᴸᵛ ink,102699801,641100700,4332796,2556731,868211,971623,36847634,13324505,54568704,50172139,0,6129438873,1873979817,81615,[LV21]Lords of Valinor
188540500,TakeMe2Valhalla,86098280,1450691759,5160258,12511616,5652155,10639829,106979181,16226700,152009481,123205881,0,2834278325,7061247251,44657,[LV21]Lords of Valinor
186145908,ʳᵉʸEscanor,85716881,1529355190,3712561,4655002,915441,1734412,126358994,12803286,146467135,139162280,0,3540055267,4498233340,22545,[LV21]Lords of Valinor
180304933,LilLƴ,78745004,320790462,3361824,2782862,2764385,3236435,17772190,6201874,32757746,23974064,0,1168362255,5020554697,22284,[LV21]Lords of Valinor
188858506,Cúchulainn 쵸,76717899,248038544,1946106,713072,273416,425482,21710619,1427049,24549638,23137668,0,5037470021,552651627,37545,[LV21]Lords of Valinor
179655012,ᴸᵛDØØPER,76252911,546251026,2487869,2616693,973544,1254625,34874158,9501026,49220046,44375184,0,8453315548,1471282008,38257,[LV21]Lords of Valinor
178695066,SokoDrake,69463576,111516376,2739209,966390,105667,147411,7965664,1543274,10728406,9508938,0,7908164616,115903540,17565,[LV21]Lords of Valinor
180560115,TripEhh,62862458,401422644,1420469,2616534,813884,294450,24694543,7557417,35976828,32251960,0,6676653726,1225250480,11313,[LV21]Lords of Valinor
184964288,ᴾᴿFïshböy,62549189,269891971,2100314,2057085,4656295,3958131,20669040,1882252,33222803,22551292,0,3485602694,632742525,38766,[LV21]Lords of Valinor
179977300,ᴸᵛTmulla,62541200,775621279,1802231,3860548,417684,1492228,43428983,16687753,65887196,60116736,0,6984474030,5600679937,17686,[LV21]Lords of Valinor
186009654,Dooby ᴼᴺᴱ,59454524,291055795,699771,2460788,347817,487446,26344666,1223578,30864295,27568244,0,7588262487,137216122,35497,[LV21]Lords of Valinor
188839265,A 10 Warthog,57671237,12330470,230642,42253,74269,128873,999555,83122,1328072,1082677,0,3724518467,724780894,11038,[LV21]Lords of Valinor
188341936,ᴸᵛ Vatson67,55318580,268833908,1694949,1326311,557828,595665,23068111,1719461,27267376,24787572,0,6541445993,384720155,42163,[LV21]Lords of Valinor
178814644,ᵁʷᵘØtòt,55062659,444858744,3140400,18550973,3385819,2356133,31505688,5494775,61293388,37000463,0,2295222519,2329433716,15893,[LV21]Lords of Valinor
188918989,ᴼᴸ Kaymo,54997035,125177460,1092879,2484352,1386449,2529103,10279320,449904,17129128,10729224,0,3798863869,1075163587,41626,[LV21]Lords of Valinor
186985518,HornyAPOLLOS,50376164,231840862,1464459,2892482,1515750,3176209,19584819,983892,28153152,20568711,0,2762383318,594947984,18122,[LV21]Lords of Valinor
182514982,ᴸoᵛeSalmon,50312896,402462962,2976384,17816580,655039,737772,27169916,6146966,52526273,33316882,0,5481659448,1060488180,52751,[LV21]Lords of Valinor
185836736,ᴸᵛMasonFTW,50300469,470304243,2378902,5724465,2214818,4769431,38553207,3005996,54267917,41559203,0,3356207411,2802859223,28688,[LV21]Lords of Valinor
180060983,ᴸᵛRumRamsey,48954827,365956215,2220332,95115478,5048028,991336,26994036,3146568,131295446,30140604,0,6070270767,417518493,93762,[LV21]Lords of Valinor
184871937,ScazBigLion,48203158,1217022721,4527691,56591135,23364142,26120855,94350903,5549188,205976223,99900091,0,5925433539,13704268108,20850,[LV21]Lords of Valinor
142628224,Dae jang goon,48012697,162622765,2387504,1946869,718048,367829,12891058,1520770,17444574,14411828,0,4912806281,102794418,16881,[LV21]Lords of Valinor
181308342,ᴸᵛRockSolid,46651497,186967403,2676039,2673547,709463,1391557,12483670,2730542,19988779,15214212,0,3443535922,5962949920,40658,[LV21]Lords of Valinor
181825355,ᴸoᵛePUMA,46367624,224481913,1342478,1450618,359419,531778,15955680,3089452,21386947,19045132,0,3290245647,3599759382,35316,[LV21]Lords of Valinor
176994964,Cpl Rage,45804250,114315818,476905,2377013,1506916,2122761,8943256,645149,15595095,9588405,0,1897067015,63265830,17114,[LV21]Lords of Valinor
185808036,Ze Bosh,45657049,324557669,903869,8598579,2626646,3862918,28938009,637645,44663797,29575654,0,5524831742,631820319,29935,[LV21]Lords of Valinor
188920797,FreyaFullBosom,45368740,91720890,1751730,1764654,953550,1150730,7327446,579174,11775554,7906620,0,3592324497,1323334617,24143,[LV21]Lords of Valinor
179750493,GuiltyMahiru,44725718,170017490,976622,2932954,770432,1180564,14459134,928822,20271906,15387956,0,1482259933,2025360302,40245,[LV21]Lords of Valinor
184826667,ᴸᵛAHERUS勇,43301890,513672701,1416939,12789309,5927578,11125761,44119962,677851,74640461,44797813,0,5910638054,1446853955,25015,[LV21]Lords of Valinor
182423962,シValkyrieCillaﾒ,42602395,115842563,1859110,5641345,822285,707431,8900626,1061687,17133374,9962313,0,5101320318,1265202822,15109,[LV21]Lords of Valinor
179813923,ㄴ Bless ㄱ,42355423,236773429,2185386,7761519,5947505,5144214,18830978,721974,38406190,19552952,0,2477732481,978016636,23456,[LV21]Lords of Valinor
181739549,kylinn,41829522,97526701,3321903,2389177,278410,278364,6880327,1328766,11155044,8209093,0,5128390117,10337862643,31310,[SFIS]Sky Fighters
185690465,Dictator  Goat,41781780,350310517,2053726,6070059,2159337,1277583,31857908,1054421,42419308,32912329,0,6110080391,1005155698,34986,[LV21]Lords of Valinor
