ID,Name,Power,Killpoints,Deads,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,Total Kills,T45 Kills,Ranged,Rss Gathered,Rss Assistance,Helps,Alliance
179940560,ᴸᵛ ink,108959951,731059693,4538291,2922308,868214,978151,44478834,14001893,63249400,58480727,0,6278723225,1873979817,83189,[LR21]Lords of Rohan
186145908,ᴿᵉʸEscanor,85191376,1669111854,4154664,5408594,1048750,1982569,132557728,16621254,157618895,149178982,0,3567544110,4598233340,23329,[LR21]Lords of Rohan
188540500,TakeMe2Valhalla,77221110,1598534838,6047468,14346853,5993822,11558181,119547386,17098562,168544804,136645948,0,2840733010,7691247251,45334,[LV21]Lords of Valinor
180304933,LilLƴ,74931825,385888273,4114852,3530975,2789390,3346907,22004279,7308644,38980195,29312923,0,1201648248,5100554697,23547,[LV21]Lords of Valinor
188858506,Cúchulainn 쵸,74329599,323474722,2360669,1200564,278755,1008290,28167796,1848299,32503704,30016095,0,5245473467,562651627,39093,[LV21]Lords of Valinor
178695066,SokoDrake,69374850,139603048,2945480,1296111,106206,148891,10389225,1732180,13672613,12121405,0,8284048617,115903540,18118,[LV21]Lords of Valinor
180060983,ᴸᵛRumRamsey,67781513,492256248,2702960,115917352,5049179,1001465,37143644,4176606,163288246,41320250,0,6258942692,417518493,96945,[LV21]Lords of Valinor
179655012,ᴸᵛDØØPER,66707279,728275631,3637408,4502069,1372393,3759523,49613476,10672879,69920340,60286355,0,8602448118,1691282008,39816,[LR21]Lords of Rohan
180560115,TripEhh,63570474,482993940,1504950,3191022,822023,695405,31083529,8354739,44146718,39438268,0,6832195400,1409777077,11374,[LV21]Lords of Valinor
186009654,Dooby ᴼᴺᴱ,60889213,352901350,958454,2646333,392289,879934,31572487,1617145,37108188,33189632,0,7833549251,137216122,36607,[LV21]Lords of Valinor
188839265,A 10 Warthog,60848877,14353666,239989,42983,74269,128873,1144282,111911,1502318,1256193,0,3897629613,784780894,11746,[LR21]Lords of Rohan
179977300,ᴸᵛTmulla,60652660,950522660,1921334,5449020,421126,1525571,57440422,18404205,83240344,75844627,0,7014908290,5600679937,17877,[LV21]Lords of Valinor
184964288,ᴾᴿFïshböy,58858255,304928563,2726451,2601266,4922126,4389452,23274121,2213252,37400217,25487373,0,3642860671,632742525,40309,[LV21]Lords of Valinor
