ID,Name,Power,Killpoints,Deads,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,Total Kills,T45 Kills,Ranged,Rss Gathered,Rss Assistance,Helps,Alliance
179940560,ᴸᵛ k,100458981,621529916,4332796,2270111,868211,971623,35378028,13083635,52571608,48461663,0,6048713433,1873979817,80945,[LV21]Lords of Valinor
186145908,ʳᵉʸEscanor,88588551,1508164574,3712561,4272170,915441,1734412,124701999,12576081,144200103,137278080,0,3523998076,4398233340,22329,[LV21]Lords of Valinor
188540500,TakeMe2Valhalla,85744660,1450691759,5160258,12511616,5652155,10639829,106979181,16226700,152009481,123205881,0,2834278325,7061247251,44626,[LV21]Lords of Valinor
180304933,LilLƴ,81472794,305959091,3361470,2381705,2764385,3236435,16705080,5997872,31085477,22702952,0,1161239177,4870554697,22029,[LV21]Lords of Valinor
188858506,Cúchulainn 쵸,74853069,238598557,1945923,640335,273416,425482,20998411,1311881,23649525,22310292,0,4980297042,512651627,37137,[LV21]Lords of Valinor
179655012,ᴸᵛDØØPER,73648239,533009058,2482872,2452504,973544,1254625,33737199,9409049,47826921,43146248,0,8404952651,1451282008,37876,[LV21]Lords of Valinor
178695066,SokoDrake,69292216,110764976,2739209,966390,105667,147411,7890524,1543274,10653266,9433798,0,7795608412,115903540,17429,[LV21]Lords of Valinor
180560115,TripEhh,63016538,382282505,1420469,2306786,813884,294450,23200346,7350606,33966072,30550952,0,6644516627,1225250480,11305,[LV21]Lords of Valinor
184964288,ᴾᴿFïshböy,62419899,266041371,2100314,2057085,4656295,3958131,20447778,1800353,32919642,22248131,0,3451472959,632742525,38370,[LV21]Lords of Valinor
179977300,ᴸᵛTmulla,59723666,739376163,1793011,3840565,417684,1492228,40347097,16416640,62514214,56763737,0,6968070360,5600679937,17636,[LV21]Lords of Valinor
186009654,Dooby ᴼᴺᴱ,59269892,274159750,699771,2071412,347817,487446,24933651,1088177,28928503,26021828,0,7461133932,137216122,35143,[LV21]Lords of Valinor
188839265,A 10 Warthog,57342037,12330470,230642,42253,74269,128873,999555,83122,1328072,1082677,0,3672809517,724780894,10851,[LV21]Lords of Valinor
188341936,ᴸᵛ Vatson67,55923942,252819598,1694949,1326311,557828,595665,21732056,1586773,25798633,23318829,0,6450232076,384720155,41892,[LV21]Lords of Valinor
